"Drug Name","Manufacturer","Dosage Form","Strength","Package Size","Units Sold","Revenue","Sale Date","Region","Sales Representative","Customer Type","Month","Quarter","Revenue Category","Target Multiplier","Target Revenue","Achievement Percentage","Performance Status"
"Drug B","Company W","Injection","100 mg/ml","50 g","1140","37493","2023-09-01 00:00:00","North America","Maria Proctor","Hospitals","Sep","Q3","Medium","1.2","44991.6","0.8333","Below Target"
"Drug D","Company V","Cream","250 mg","10 ml","493","37610","2023-09-21 00:00:00","Europe","John Fowler","Hospitals","Sep","Q3","Medium","1.1","41371.0","0.9091","Below Target"
"Drug D","Company Y","Syrup","250 mg","10 ml","1358","3735","2024-07-09 00:00:00","Europe","Jason Nelson","Clinics","Jul","Q3","Low","1.1","4108.5","0.9091","Below Target"
"Drug A","Company Z","Cream","500 mg","50 g","269","43198","2023-10-10 00:00:00","Asia","Marvin Wu","Pharmacy","Oct","Q4","High","0.95","41038.1","1.0526","Achieved"
"Drug B","Company X","Cream","250 mg","30","201","24265","2023-10-17 00:00:00","Asia","Emily Singleton","Online Pharmacy","Oct","Q4","Medium","0.95","23051.75","1.0526","Achieved"
"Drug E","Company Y","Cream","50 mg","30","1918","16223","2024-02-28 00:00:00","Asia","Colin Lee","Hospitals","Feb","Q1","Low","0.95","15411.85","1.0526","Achieved"
"Drug D","Company W","Injection","100 mg/ml","60","1337","12997","2024-06-26 00:00:00","Europe","Mathew Johnson","Supermarkets","Jun","Q2","Low","1.1","14296.7","0.9091","Below Target"
"Drug D","Company X","Syrup","100 mg/ml","100 ml","483","25162","2023-07-31 00:00:00","Africa","Christopher Ramirez","Supermarkets","Jul","Q3","Medium","0.9","22645.8","1.1111","Achieved"
"Drug A","Company Y","Injection","500 mg","50 g","105","31985","2024-07-17 00:00:00","South America","Samuel Ortiz","Supermarkets","Jul","Q3","Medium","1.1","35183.5","0.9091","Below Target"
"Drug E","Company V","Cream","50 mg","60","1760","24924","2023-11-27 00:00:00","Europe","Megan Reese","Online Pharmacy","Nov","Q4","Medium","1.1","27416.4","0.9091","Below Target"
"Drug A","Company X","Cream","10 mg","60","835","35184","2024-07-16 00:00:00","North America","Rachel White","Supermarkets","Jul","Q3","Medium","1.2","42220.8","0.8333","Below Target"
"Drug B","Company Y","Injection","50 mg","10 ml","122","7349","2024-01-19 00:00:00","Europe","Michael Mclaughlin","Pharmacy","Jan","Q1","Low","1.1","8083.9","0.9091","Below Target"
"Drug C","Company Y","Syrup","250 mg","30","1415","41330","2024-05-05 00:00:00","Europe","Paul Gibson","Pharmacy","May","Q2","High","1.1","45463.0","0.9091","Below Target"
"Drug E","Company W","Tablet","100 mg/ml","50 g","1993","5212","2024-03-04 00:00:00","Africa","Timothy Sanchez","Clinics","Mar","Q1","Low","0.9","4690.8","1.1111","Achieved"
"Drug E","Company X","Tablet","500 mg","50 g","958","15537","2024-05-03 00:00:00","North America","Lori Smith","Clinics","May","Q2","Low","1.2","18644.4","0.8333","Below Target"
"Drug A","Company W","Injection","50 mg","10 ml","1616","15777","2023-08-10 00:00:00","North America","Julie Carpenter","Clinics","Aug","Q3","Low","1.2","18932.4","0.8333","Below Target"
"Drug E","Company W","Syrup","100 mg/ml","50 g","922","32819","2024-01-24 00:00:00","Europe","Barbara Baldwin","Pharmacy","Jan","Q1","Medium","1.1","36100.9","0.9091","Below Target"
"Drug B","Company W","Cream","10 mg","30","580","41566","2024-06-23 00:00:00","Africa","Jason Brooks","Hospitals","Jun","Q2","High","0.9","37409.4","1.1111","Achieved"
"Drug B","Company X","Tablet","250 mg","100 ml","561","42268","2024-05-12 00:00:00","Asia","Linda Brown","Supermarkets","May","Q2","High","0.95","40154.6","1.0526","Achieved"
"Drug C","Company W","Capsule","50 mg","30","1709","28361","2024-05-04 00:00:00","South America","Ernest Moyer","Pharmacy","May","Q2","Medium","1.1","31197.1","0.9091","Below Target"
"Drug C","Company Y","Tablet","500 mg","50 g","1662","43524","2024-04-22 00:00:00","Europe","Melissa Rodriguez","Pharmacy","Apr","Q2","High","1.1","47876.4","0.9091","Below Target"
"Drug D","Company X","Syrup","500 mg","30","643","42567","2023-11-07 00:00:00","South America","Austin Bowen","Hospitals","Nov","Q4","High","1.1","46823.7","0.9091","Below Target"
"Drug A","Company X","Capsule","100 mg/ml","10 ml","1618","11577","2024-07-05 00:00:00","North America","Nicholas French","Online Pharmacy","Jul","Q3","Low","1.2","13892.4","0.8333","Below Target"
"Drug B","Company W","Cream","500 mg","60","1616","21763","2024-07-15 00:00:00","Europe","Lauren Jones","Clinics","Jul","Q3","Medium","1.1","23939.3","0.9091","Below Target"
"Drug B","Company X","Injection","50 mg","60","1817","36872","2024-06-11 00:00:00","North America","Sean Butler","Hospitals","Jun","Q2","Medium","1.2","44246.4","0.8333","Below Target"
"Drug D","Company Z","Syrup","10 mg","100 ml","280","29505","2023-07-29 00:00:00","North America","Michael Wiley","Supermarkets","Jul","Q3","Medium","1.2","35406.0","0.8333","Below Target"
"Drug C","Company W","Cream","100 mg/ml","10 ml","519","3961","2023-10-01 00:00:00","North America","James Lara","Online Pharmacy","Oct","Q4","Low","1.2","4753.2","0.8333","Below Target"
"Drug C","Company W","Capsule","250 mg","10 ml","1355","9822","2023-10-05 00:00:00","Africa","Jessica Miller","Clinics","Oct","Q4","Low","0.9","8839.8","1.1111","Achieved"
"Drug D","Company V","Cream","500 mg","100 ml","1289","40553","2024-07-28 00:00:00","Europe","Alvin Rios","Hospitals","Jul","Q3","High","1.1","44608.3","0.9091","Below Target"
"Drug D","Company Y","Injection","10 mg","60","1578","18160","2023-12-03 00:00:00","Asia","James Goodman","Pharmacy","Dec","Q4","Low","0.95","17252.0","1.0526","Achieved"
"Drug D","Company Z","Cream","10 mg","100 ml","854","45168","2024-05-16 00:00:00","North America","Erica Adams","Pharmacy","May","Q2","High","1.2","54201.6","0.8333","Below Target"
"Drug C","Company X","Injection","250 mg","30","1875","19837","2023-10-11 00:00:00","South America","Amy Cruz","Clinics","Oct","Q4","Low","1.1","21820.7","0.9091","Below Target"
"Drug C","Company Z","Cream","250 mg","50 g","1105","16306","2024-04-03 00:00:00","South America","Michael Clark","Pharmacy","Apr","Q2","Low","1.1","17936.6","0.9091","Below Target"
"Drug B","Company Z","Cream","50 mg","100 ml","503","28974","2024-04-01 00:00:00","South America","Joyce Lopez","Pharmacy","Apr","Q2","Medium","1.1","31871.4","0.9091","Below Target"
"Drug E","Company V","Syrup","50 mg","60","1354","28539","2024-06-21 00:00:00","North America","Keith Allen","Clinics","Jun","Q2","Medium","1.2","34246.8","0.8333","Below Target"
"Drug C","Company V","Tablet","10 mg","100 ml","1716","40609","2024-04-01 00:00:00","Asia","Paige Watkins","Supermarkets","Apr","Q2","High","0.95","38578.55","1.0526","Achieved"
"Drug B","Company V","Tablet","250 mg","50 g","1268","38392","2024-06-29 00:00:00","North America","Matthew Jones","Pharmacy","Jun","Q2","Medium","1.2","46070.4","0.8333","Below Target"
"Drug B","Company Z","Tablet","500 mg","60","716","38994","2024-02-04 00:00:00","South America","Taylor Williams","Pharmacy","Feb","Q1","Medium","1.1","42893.4","0.9091","Below Target"
"Drug E","Company W","Tablet","250 mg","50 g","1467","18147","2024-06-25 00:00:00","Asia","Diane Beltran","Online Pharmacy","Jun","Q2","Low","0.95","17239.65","1.0526","Achieved"
"Drug B","Company X","Cream","250 mg","30","501","8312","2023-11-01 00:00:00","Asia","Paul Espinoza","Supermarkets","Nov","Q4","Low","0.95","7896.4","1.0526","Achieved"
"Drug B","Company V","Cream","250 mg","30","1127","29324","2024-07-02 00:00:00","North America","Laurie Price","Hospitals","Jul","Q3","Medium","1.2","35188.8","0.8333","Below Target"
"Drug E","Company Y","Syrup","10 mg","10 ml","814","22816","2023-12-16 00:00:00","Asia","John Thompson","Clinics","Dec","Q4","Medium","0.95","21675.2","1.0526","Achieved"
"Drug D","Company W","Cream","10 mg","10 ml","1056","4782","2023-10-07 00:00:00","Africa","Kara Dixon","Hospitals","Oct","Q4","Low","0.9","4303.8","1.1111","Achieved"
"Drug D","Company X","Injection","10 mg","50 g","130","3639","2023-12-27 00:00:00","Africa","Jamie Jones","Hospitals","Dec","Q4","Low","0.9","3275.1","1.1111","Achieved"
"Drug D","Company W","Tablet","500 mg","50 g","760","16495","2024-03-30 00:00:00","Asia","Alisha Johnson","Supermarkets","Mar","Q1","Low","0.95","15670.25","1.0526","Achieved"
"Drug E","Company X","Tablet","250 mg","10 ml","961","47213","2024-06-07 00:00:00","Africa","Taylor Villa","Online Pharmacy","Jun","Q2","High","0.9","42491.7","1.1111","Achieved"
"Drug D","Company X","Cream","100 mg/ml","10 ml","1410","27514","2023-10-31 00:00:00","South America","Wesley Rodriguez","Pharmacy","Oct","Q4","Medium","1.1","30265.4","0.9091","Below Target"
"Drug C","Company X","Tablet","50 mg","60","1446","22233","2023-11-30 00:00:00","Europe","Lisa Cisneros","Supermarkets","Nov","Q4","Medium","1.1","24456.3","0.9091","Below Target"
"Drug B","Company W","Syrup","500 mg","30","1694","17518","2024-01-12 00:00:00","Africa","Michael Lawson","Hospitals","Jan","Q1","Low","0.9","15766.2","1.1111","Achieved"
"Drug C","Company Y","Capsule","10 mg","10 ml","1834","5964","2024-03-02 00:00:00","South America","Christopher Huang","Pharmacy","Mar","Q1","Low","1.1","6560.4","0.9091","Below Target"
"Drug E","Company V","Capsule","250 mg","100 ml","737","33901","2024-07-04 00:00:00","North America","Hector Silva","Hospitals","Jul","Q3","Medium","1.2","40681.2","0.8333","Below Target"
"Drug A","Company V","Tablet","500 mg","100 ml","1027","9819","2024-05-22 00:00:00","Europe","Mindy Garcia","Hospitals","May","Q2","Low","1.1","10800.9","0.9091","Below Target"
"Drug C","Company W","Tablet","500 mg","50 g","1000","34947","2023-10-18 00:00:00","South America","Timothy Gray","Online Pharmacy","Oct","Q4","Medium","1.1","38441.7","0.9091","Below Target"
"Drug B","Company V","Capsule","250 mg","60","1732","43643","2024-06-15 00:00:00","Africa","Paul Gilbert","Clinics","Jun","Q2","High","0.9","39278.7","1.1111","Achieved"
"Drug E","Company Z","Cream","250 mg","30","1686","38320","2024-01-11 00:00:00","Europe","Raymond Diaz","Clinics","Jan","Q1","Medium","1.1","42152.0","0.9091","Below Target"
"Drug C","Company Z","Tablet","50 mg","10 ml","1880","13397","2024-01-08 00:00:00","South America","Kenneth Mack","Supermarkets","Jan","Q1","Low","1.1","14736.7","0.9091","Below Target"
"Drug C","Company V","Cream","10 mg","100 ml","363","3071","2024-03-15 00:00:00","Asia","Michelle Ellis","Online Pharmacy","Mar","Q1","Low","0.95","2917.45","1.0526","Achieved"
"Drug E","Company W","Capsule","10 mg","10 ml","152","27219","2024-02-28 00:00:00","North America","Steven Lewis","Hospitals","Feb","Q1","Medium","1.2","32662.8","0.8333","Below Target"
"Drug D","Company X","Capsule","50 mg","50 g","1989","39898","2023-08-05 00:00:00","Europe","Wendy Baker","Online Pharmacy","Aug","Q3","Medium","1.1","43887.8","0.9091","Below Target"
"Drug C","Company Z","Cream","100 mg/ml","30","729","17817","2024-03-16 00:00:00","North America","Elizabeth Weber","Pharmacy","Mar","Q1","Low","1.2","21380.4","0.8333","Below Target"
"Drug E","Company X","Injection","100 mg/ml","50 g","828","3572","2024-01-08 00:00:00","North America","Mark Gilbert","Supermarkets","Jan","Q1","Low","1.2","4286.4","0.8333","Below Target"
"Drug E","Company Z","Cream","10 mg","60","984","43213","2023-07-31 00:00:00","North America","Craig Reyes","Online Pharmacy","Jul","Q3","High","1.2","51855.6","0.8333","Below Target"
"Drug E","Company Z","Syrup","10 mg","10 ml","1911","40843","2024-01-19 00:00:00","Asia","Linda Miller","Supermarkets","Jan","Q1","High","0.95","38800.85","1.0526","Achieved"
"Drug E","Company W","Cream","10 mg","30","846","18094","2024-05-02 00:00:00","Asia","Michael Pena","Online Pharmacy","May","Q2","Low","0.95","17189.3","1.0526","Achieved"
"Drug D","Company X","Injection","10 mg","100 ml","415","30785","2024-05-24 00:00:00","Africa","Dr. Guy Mcguire","Hospitals","May","Q2","Medium","0.9","27706.5","1.1111","Achieved"
"Drug D","Company V","Cream","10 mg","100 ml","1507","32408","2024-02-02 00:00:00","Asia","James Glenn","Clinics","Feb","Q1","Medium","0.95","30787.6","1.0526","Achieved"
"Drug B","Company V","Injection","500 mg","50 g","889","4285","2024-05-06 00:00:00","South America","Susan Holloway","Clinics","May","Q2","Low","1.1","4713.5","0.9091","Below Target"
"Drug A","Company V","Tablet","50 mg","30","983","39307","2024-01-26 00:00:00","South America","Isaac Moore","Online Pharmacy","Jan","Q1","Medium","1.1","43237.7","0.9091","Below Target"
"Drug E","Company Y","Syrup","100 mg/ml","60","743","38388","2024-07-04 00:00:00","North America","Alison Santos DDS","Hospitals","Jul","Q3","Medium","1.2","46065.6","0.8333","Below Target"
"Drug D","Company V","Capsule","250 mg","30","255","27581","2024-06-05 00:00:00","South America","Michael Scott","Online Pharmacy","Jun","Q2","Medium","1.1","30339.1","0.9091","Below Target"
"Drug D","Company Y","Syrup","50 mg","30","965","12117","2023-08-30 00:00:00","Asia","Natasha Murray","Pharmacy","Aug","Q3","Low","0.95","11511.15","1.0526","Achieved"
"Drug E","Company X","Capsule","50 mg","10 ml","254","2928","2023-08-19 00:00:00","North America","David Lee","Pharmacy","Aug","Q3","Low","1.2","3513.6","0.8333","Below Target"
"Drug E","Company V","Injection","100 mg/ml","60","1006","35619","2023-12-06 00:00:00","South America","Miss Debbie Willis","Pharmacy","Dec","Q4","Medium","1.1","39180.9","0.9091","Below Target"
"Drug E","Company X","Tablet","250 mg","10 ml","578","21030","2024-02-13 00:00:00","North America","Briana Henry","Clinics","Feb","Q1","Medium","1.2","25236.0","0.8333","Below Target"
"Drug E","Company W","Capsule","100 mg/ml","100 ml","1284","40997","2023-07-29 00:00:00","North America","Jennifer Marsh","Online Pharmacy","Jul","Q3","High","1.2","49196.4","0.8333","Below Target"
"Drug C","Company V","Capsule","10 mg","100 ml","1832","22662","2024-07-11 00:00:00","Africa","Rachel Weaver","Supermarkets","Jul","Q3","Medium","0.9","20395.8","1.1111","Achieved"
"Drug C","Company Z","Capsule","250 mg","60","698","42700","2023-08-30 00:00:00","Europe","Michael Hodges","Pharmacy","Aug","Q3","High","1.1","46970.0","0.9091","Below Target"
"Drug D","Company W","Injection","50 mg","100 ml","174","28115","2023-09-08 00:00:00","Africa","James Taylor","Hospitals","Sep","Q3","Medium","0.9","25303.5","1.1111","Achieved"
"Drug D","Company Z","Cream","250 mg","100 ml","247","2564","2024-04-30 00:00:00","North America","Ms. Jamie Nunez DVM","Pharmacy","Apr","Q2","Low","1.2","3076.8","0.8333","Below Target"
"Drug B","Company V","Capsule","500 mg","10 ml","1585","22796","2024-04-22 00:00:00","Europe","Catherine Li","Pharmacy","Apr","Q2","Medium","1.1","25075.6","0.9091","Below Target"
"Drug E","Company Y","Tablet","50 mg","50 g","1212","30821","2024-02-05 00:00:00","South America","Lauren Taylor","Supermarkets","Feb","Q1","Medium","1.1","33903.1","0.9091","Below Target"
"Drug E","Company Y","Syrup","100 mg/ml","100 ml","1322","41761","2024-05-15 00:00:00","South America","Daniel Moore","Pharmacy","May","Q2","High","1.1","45937.1","0.9091","Below Target"
"Drug D","Company X","Cream","50 mg","60","1258","22547","2023-08-30 00:00:00","Europe","Joseph Blair","Hospitals","Aug","Q3","Medium","1.1","24801.7","0.9091","Below Target"
"Drug E","Company V","Cream","50 mg","10 ml","1589","28938","2023-11-24 00:00:00","South America","William Foley","Hospitals","Nov","Q4","Medium","1.1","31831.8","0.9091","Below Target"
"Drug B","Company V","Tablet","500 mg","10 ml","908","44347","2023-11-24 00:00:00","Asia","Alexis Davis","Hospitals","Nov","Q4","High","0.95","42129.65","1.0526","Achieved"
"Drug E","Company Y","Injection","100 mg/ml","60","888","22714","2024-01-04 00:00:00","Asia","Nathan Contreras","Pharmacy","Jan","Q1","Medium","0.95","21578.3","1.0526","Achieved"
"Drug B","Company Y","Cream","250 mg","60","1591","6484","2023-09-11 00:00:00","Asia","Wendy Finley","Clinics","Sep","Q3","Low","0.95","6159.8","1.0526","Achieved"
"Drug B","Company Y","Syrup","50 mg","50 g","1266","27371","2023-12-05 00:00:00","North America","Vanessa Wood","Clinics","Dec","Q4","Medium","1.2","32845.2","0.8333","Below Target"
"Drug C","Company V","Capsule","10 mg","30","1335","1534","2024-07-07 00:00:00","Europe","Laurie Gonzalez","Pharmacy","Jul","Q3","Low","1.1","1687.4","0.9091","Below Target"
"Drug D","Company Y","Tablet","10 mg","30","790","9353","2024-01-23 00:00:00","Europe","Natalie Evans","Clinics","Jan","Q1","Low","1.1","10288.3","0.9091","Below Target"
"Drug C","Company W","Tablet","100 mg/ml","10 ml","408","31302","2024-02-24 00:00:00","South America","Marissa Adams","Clinics","Feb","Q1","Medium","1.1","34432.2","0.9091","Below Target"
"Drug A","Company W","Injection","250 mg","50 g","1613","49778","2023-11-24 00:00:00","South America","Michael Mosley","Clinics","Nov","Q4","High","1.1","54755.8","0.9091","Below Target"
"Drug B","Company V","Capsule","500 mg","50 g","1046","41599","2023-08-23 00:00:00","South America","Michael Knight","Online Pharmacy","Aug","Q3","High","1.1","45758.9","0.9091","Below Target"
"Drug A","Company W","Syrup","250 mg","60","769","38634","2024-05-08 00:00:00","Asia","Ashley Johnson","Clinics","May","Q2","Medium","0.95","36702.3","1.0526","Achieved"
"Drug D","Company Y","Tablet","250 mg","30","1661","40534","2024-01-01 00:00:00","Europe","Christopher Clayton","Hospitals","Jan","Q1","High","1.1","44587.4","0.9091","Below Target"
"Drug D","Company Z","Injection","50 mg","100 ml","1541","36377","2023-08-14 00:00:00","South America","Tara Harris","Online Pharmacy","Aug","Q3","Medium","1.1","40014.7","0.9091","Below Target"
"Drug C","Company Z","Injection","250 mg","50 g","286","30863","2023-09-09 00:00:00","Europe","Roberto Bryant","Online Pharmacy","Sep","Q3","Medium","1.1","33949.3","0.9091","Below Target"
"Drug C","Company X","Cream","100 mg/ml","100 ml","1432","43247","2024-06-21 00:00:00","Africa","Janet Fritz","Supermarkets","Jun","Q2","High","0.9","38922.3","1.1111","Achieved"
"Drug E","Company V","Tablet","500 mg","50 g","249","21795","2023-09-20 00:00:00","Asia","Elizabeth Melendez","Hospitals","Sep","Q3","Medium","0.95","20705.25","1.0526","Achieved"
"Drug B","Company W","Cream","10 mg","30","1441","15841","2023-08-11 00:00:00","Africa","William Baker","Supermarkets","Aug","Q3","Low","0.9","14256.9","1.1111","Achieved"
"Drug B","Company X","Syrup","500 mg","30","1951","18265","2024-06-02 00:00:00","Africa","Eugene Mccarthy MD","Hospitals","Jun","Q2","Low","0.9","16438.5","1.1111","Achieved"
"Drug B","Company Y","Cream","500 mg","100 ml","1017","10342","2024-07-02 00:00:00","North America","Richard Day","Hospitals","Jul","Q3","Low","1.2","12410.4","0.8333","Below Target"
"Drug A","Company W","Syrup","250 mg","60","1287","45058","2024-02-08 00:00:00","North America","Michael Freeman","Supermarkets","Feb","Q1","High","1.2","54069.6","0.8333","Below Target"
"Drug B","Company Z","Tablet","10 mg","100 ml","1236","48538","2024-07-02 00:00:00","South America","Dale Wright","Supermarkets","Jul","Q3","High","1.1","53391.8","0.9091","Below Target"
"Drug E","Company Y","Capsule","10 mg","10 ml","1368","6205","2024-03-18 00:00:00","North America","Stephanie Gutierrez","Online Pharmacy","Mar","Q1","Low","1.2","7446.0","0.8333","Below Target"
"Drug A","Company V","Capsule","100 mg/ml","100 ml","936","10109","2024-03-24 00:00:00","Asia","Vincent Espinoza","Pharmacy","Mar","Q1","Low","0.95","9603.55","1.0526","Achieved"
"Drug C","Company V","Injection","500 mg","60","676","37726","2023-12-24 00:00:00","Asia","Allen Cortez","Clinics","Dec","Q4","Medium","0.95","35839.7","1.0526","Achieved"
"Drug E","Company Y","Injection","100 mg/ml","30","338","11276","2023-09-08 00:00:00","Africa","Thomas Camacho","Supermarkets","Sep","Q3","Low","0.9","10148.4","1.1111","Achieved"
"Drug A","Company W","Capsule","500 mg","50 g","1131","33794","2024-01-30 00:00:00","Asia","James Ryan","Supermarkets","Jan","Q1","Medium","0.95","32104.3","1.0526","Achieved"
"Drug B","Company V","Cream","10 mg","100 ml","1415","40903","2023-07-29 00:00:00","South America","Javier Gonzales DDS","Pharmacy","Jul","Q3","High","1.1","44993.3","0.9091","Below Target"
"Drug C","Company Y","Capsule","250 mg","50 g","1737","27260","2024-01-19 00:00:00","North America","Jessica Turner","Hospitals","Jan","Q1","Medium","1.2","32712.0","0.8333","Below Target"
"Drug E","Company X","Syrup","50 mg","100 ml","689","19199","2024-02-06 00:00:00","Africa","James Sanchez","Supermarkets","Feb","Q1","Low","0.9","17279.1","1.1111","Achieved"
"Drug D","Company W","Tablet","250 mg","30","961","17111","2024-01-02 00:00:00","Europe","Christy Morgan","Clinics","Jan","Q1","Low","1.1","18822.1","0.9091","Below Target"
"Drug E","Company W","Tablet","250 mg","100 ml","523","39012","2024-02-29 00:00:00","Africa","Lauren Gutierrez","Online Pharmacy","Feb","Q1","Medium","0.9","35110.8","1.1111","Achieved"
"Drug C","Company W","Cream","100 mg/ml","100 ml","124","17741","2023-11-01 00:00:00","North America","Jerry Fry","Hospitals","Nov","Q4","Low","1.2","21289.2","0.8333","Below Target"
"Drug B","Company Z","Injection","50 mg","100 ml","1579","29112","2023-10-10 00:00:00","Asia","Lisa Powell","Online Pharmacy","Oct","Q4","Medium","0.95","27656.4","1.0526","Achieved"
"Drug D","Company V","Injection","10 mg","30","465","47839","2024-03-10 00:00:00","Europe","Gregory Wright","Pharmacy","Mar","Q1","High","1.1","52622.9","0.9091","Below Target"
"Drug B","Company V","Tablet","500 mg","50 g","106","16139","2024-04-30 00:00:00","Europe","Kenneth Torres","Clinics","Apr","Q2","Low","1.1","17752.9","0.9091","Below Target"
"Drug D","Company W","Cream","10 mg","100 ml","129","33103","2023-12-12 00:00:00","Asia","Kathy Garza","Pharmacy","Dec","Q4","Medium","0.95","31447.85","1.0526","Achieved"
"Drug C","Company V","Injection","100 mg/ml","30","179","44121","2023-09-07 00:00:00","Asia","Ryan Taylor","Hospitals","Sep","Q3","High","0.95","41914.95","1.0526","Achieved"
"Drug A","Company X","Capsule","500 mg","30","509","10346","2024-03-18 00:00:00","Africa","Brenda Martin","Pharmacy","Mar","Q1","Low","0.9","9311.4","1.1111","Achieved"
"Drug A","Company Y","Injection","10 mg","60","1543","28043","2024-03-16 00:00:00","South America","Robert Petersen","Supermarkets","Mar","Q1","Medium","1.1","30847.3","0.9091","Below Target"
"Drug C","Company V","Cream","250 mg","100 ml","517","39197","2024-01-03 00:00:00","South America","Gary Moon","Hospitals","Jan","Q1","Medium","1.1","43116.7","0.9091","Below Target"
"Drug E","Company X","Syrup","50 mg","60","938","27950","2024-01-13 00:00:00","Asia","Patricia Cowan","Clinics","Jan","Q1","Medium","0.95","26552.5","1.0526","Achieved"
"Drug B","Company Z","Tablet","50 mg","60","1468","33405","2024-05-07 00:00:00","Europe","Tina Hernandez","Pharmacy","May","Q2","Medium","1.1","36745.5","0.9091","Below Target"
"Drug E","Company Z","Tablet","100 mg/ml","100 ml","1397","14728","2024-02-28 00:00:00","Africa","Nathaniel Weiss","Online Pharmacy","Feb","Q1","Low","0.9","13255.2","1.1111","Achieved"
"Drug D","Company W","Cream","250 mg","10 ml","230","44042","2024-01-02 00:00:00","North America","Timothy Frank","Online Pharmacy","Jan","Q1","High","1.2","52850.4","0.8333","Below Target"
"Drug D","Company W","Tablet","100 mg/ml","60","498","26954","2023-08-27 00:00:00","North America","William Allen","Online Pharmacy","Aug","Q3","Medium","1.2","32344.8","0.8333","Below Target"
"Drug C","Company Z","Cream","50 mg","100 ml","1501","49128","2023-10-31 00:00:00","South America","Corey Walsh","Supermarkets","Oct","Q4","High","1.1","54040.8","0.9091","Below Target"
"Drug B","Company X","Syrup","50 mg","30","190","40850","2024-01-09 00:00:00","Asia","April Parker","Supermarkets","Jan","Q1","High","0.95","38807.5","1.0526","Achieved"
"Drug E","Company Y","Injection","10 mg","30","1984","49839","2023-12-03 00:00:00","Europe","Sean Duncan","Clinics","Dec","Q4","High","1.1","54822.9","0.9091","Below Target"
"Drug D","Company Y","Capsule","500 mg","50 g","1919","29695","2024-01-14 00:00:00","South America","Brenda Bauer","Online Pharmacy","Jan","Q1","Medium","1.1","32664.5","0.9091","Below Target"
"Drug B","Company Z","Capsule","500 mg","10 ml","655","8141","2024-06-15 00:00:00","Asia","Austin Wright","Pharmacy","Jun","Q2","Low","0.95","7733.95","1.0526","Achieved"
"Drug D","Company W","Cream","100 mg/ml","30","935","46285","2023-09-21 00:00:00","Asia","Amy Mitchell","Supermarkets","Sep","Q3","High","0.95","43970.75","1.0526","Achieved"
"Drug E","Company W","Cream","50 mg","30","1565","13345","2024-01-10 00:00:00","Africa","Michael Sanchez","Online Pharmacy","Jan","Q1","Low","0.9","12010.5","1.1111","Achieved"
"Drug B","Company Y","Tablet","100 mg/ml","50 g","769","24713","2023-08-27 00:00:00","Europe","Mrs. Hayley Hunter MD","Supermarkets","Aug","Q3","Medium","1.1","27184.3","0.9091","Below Target"
"Drug E","Company V","Capsule","250 mg","10 ml","1624","13764","2023-09-11 00:00:00","Africa","Sandra Davis","Supermarkets","Sep","Q3","Low","0.9","12387.6","1.1111","Achieved"
"Drug A","Company W","Syrup","50 mg","60","676","35872","2024-05-29 00:00:00","Europe","Joyce Travis","Online Pharmacy","May","Q2","Medium","1.1","39459.2","0.9091","Below Target"
"Drug A","Company Y","Syrup","50 mg","50 g","906","12431","2024-03-01 00:00:00","North America","Susan Ali","Clinics","Mar","Q1","Low","1.2","14917.2","0.8333","Below Target"
"Drug A","Company Y","Cream","50 mg","10 ml","1870","4688","2024-03-15 00:00:00","South America","Lori Bass","Pharmacy","Mar","Q1","Low","1.1","5156.8","0.9091","Below Target"
"Drug A","Company W","Capsule","100 mg/ml","50 g","1810","27443","2023-08-13 00:00:00","Europe","Michael Gray","Pharmacy","Aug","Q3","Medium","1.1","30187.3","0.9091","Below Target"
"Drug B","Company X","Capsule","10 mg","60","427","8379","2024-04-14 00:00:00","North America","Dr. Abigail Jackson","Clinics","Apr","Q2","Low","1.2","10054.8","0.8333","Below Target"
"Drug D","Company X","Injection","50 mg","100 ml","1340","32355","2024-02-21 00:00:00","North America","Rebecca Harrison","Pharmacy","Feb","Q1","Medium","1.2","38826.0","0.8333","Below Target"
"Drug C","Company V","Cream","50 mg","60","1084","40033","2023-12-19 00:00:00","North America","Stacey Collins","Clinics","Dec","Q4","High","1.2","48039.6","0.8333","Below Target"
"Drug C","Company W","Capsule","500 mg","60","1441","5001","2024-02-16 00:00:00","Africa","Mr. Jacob Stokes DDS","Online Pharmacy","Feb","Q1","Low","0.9","4500.9","1.1111","Achieved"
"Drug E","Company X","Cream","500 mg","100 ml","1440","35398","2024-07-28 00:00:00","South America","Lindsay Hall","Pharmacy","Jul","Q3","Medium","1.1","38937.8","0.9091","Below Target"
"Drug A","Company Z","Syrup","100 mg/ml","100 ml","891","27927","2023-10-12 00:00:00","North America","Mary Steele","Clinics","Oct","Q4","Medium","1.2","33512.4","0.8333","Below Target"
"Drug A","Company X","Cream","100 mg/ml","30","1718","27940","2023-09-06 00:00:00","Africa","Scott Bowers","Clinics","Sep","Q3","Medium","0.9","25146.0","1.1111","Achieved"
"Drug D","Company X","Cream","50 mg","50 g","1367","45734","2024-01-16 00:00:00","South America","Gabriella West","Pharmacy","Jan","Q1","High","1.1","50307.4","0.9091","Below Target"
"Drug A","Company Y","Injection","100 mg/ml","100 ml","1899","19924","2023-09-17 00:00:00","Asia","Allison Barker","Clinics","Sep","Q3","Low","0.95","18927.8","1.0526","Achieved"
